Name,HP,SP,DEF,RES,SPD,EVA,Stat Total,Link,URL,Image,Full Name,Passive 1,Passive 2,Passive 3,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Passives,Skills,ID,Date
Plague Knight,6,17,0,2,4,3,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Plague_Knight,,Plague Knight,"Bomb Construction
When Plague Knight uses a Skill,
he pay for the following effects for 2 SP each.
Lob Casing : +4 ACC
Float Casing :  Scope, +1 Damage
Cascade Powder : +3 Damage, -2 ACC 
Sparkler Powder : [Paralysis 3], -1 Damage 
Quick Fuse : Direct, Break, +2 ACC
Remote Fuse : [Trap 4], -1 ACC","Vat
When Plague Knight rallies,
gain [Vat].
When Plague Knight uses a Skill,
he may remove Vat to target All Enemies and the Skill has -1 ACC.",,"Bomb Toss
[MAG] Cost 1 SP
One Enemy : [Impact 2]
This Skill has +2 ACC.","Bomb Burst 
[MAG] Cost 3 SP
One Enemy : [Impact 3]
Swap Plague Knight with Any Ally. ","Staff of Surging
[MAG] Cost 3 SP
One Enemy : [Impact 7]
This Skill has Direct 2 and -2 ACC.",,,2,3,255,8/1/2022
Hooaka,9,11,0,3,5,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hooaka,,Hooaka Shitodo,"Matching the Mood
Hooaka has Bold X.
X = # of characters in front with higher MAX SP.","Controlling Hot and Cold
While Hooaka is in front,
Burned Enemies take +3 damage from Cold Skills,
Frozen Enemies take +3 damage from Fire Skills.  ","Spreading Wings
If Every Enemy is Burned or Frozen,
Hooaka deals +3 damage.","Cold Card ""Timed Sublimation""
[MAG] Cost 4 SP
All Enemies : [Cold 1] [Burn 2]  
This Skill has -1 ACC. ","Sublimation ""Frost Needles in Early Spring""
[MAG] Cost 5 SP
All Enemies : [Fire 2] [Freeze 2]  
This Skill has -1 ACC. ","Eruption ""Steam Explosion"" 
[MAG] Cost 8 SP
All Enemies : [Fire 4] [Burn 3]  
This Skill has -2 ACC. ","""Bipolar Wings""
[SUP] Cost 10 SP
All Enemies : [Burn 2] [Freeze 1] [Heavy 1]",,3,4,256,8/2/2022
Kyo,12,10,2,0,5,1,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kyo,,Kyo Kusanagi,"Pyrokinesis
When Kyo inflicts Burn, the effect is Cumulative.","Hobbies: Writing Poetry
When Kyo rallies,
he gains [+2 ACC] and [Bold 2].  ",,"108 Shiki Yami Barai
[ATK] Cost 3 SP
One Enemy : [Fire 2] [Burn 1]   
This Skill has Scope and +2 ACC. ","100 Shiki Oniyaki
[ATK] Cost 4 SP
One Enemy : [Fire 6] [Burn 2]
This Skill has Direct 2 and -2 ACC.  ","114 Shiki Aragami
[ATK] Cost 3 SP
One Enemy : [Fire 3] [Burn 1] [Stuck 1]
This Skill has Direct 2 and Combo.  ","212 Shiki Kototsuki You 
[ATK] Cost 7 SP
One Enemy : [Fire 7] [Burn 2]  
This Skill has Direct, Break and -2 ACC.",,2,4,257,8/2/2022
Gertrud,13,9,1,1,3,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Gertrud,,Gertrud,"Labyrinth of Thorns
At the end of Gertrud's turn,
All Enemies suffer [Trap 1] and All Allies gain [Thorns 1].","Guile born of Paranoia
When an ally's skill hits a Trapped target while Gertrud is in front,
the target's Trap is removed and added to the damage of the Skill. ","For the Roses
When an enemy is KO'ed while Gertrud is in front,
Recover 4 SP. ","Gardener's Shears
[ATK] Cost 6 SP
One Enemy : [Blade 7] {20% Death 0} ","Familiar: Anthony
[ATK] Cost 3 SP
One Enemy : [Blade 3] [Bleed 2]","Familiar: Adelbert
[ATK] Cost 4 SP
One Enemy : [Impact 4] [Trap 4]",,,3,3,258,8/3/2022
Noelle,9,14,0,3,4,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Noelle,,Noelle Holiday,"Passive Name
If both Noelle and Susie are in front,
Noelle has Shade 2 and Bold 2.",,,"Heal Prayer
[SUP] Cost 4 SP
All Allies : Recover 4 HP. ","Sleep Mist
[SUP] Cost 5 SP
All Enemies : {30% Sleep 3} ","IceShock
[MAG] Cost 3 SP
One Enemy : [Cold 5]  ","N-Action
[SUP] Cost X
One Ally : Choose a One Ally Support Skill of an Ally in Front and use it as your own.
X = Cost of the selected Skill.","SnowGrave
[MAG] Cost 10 SP
All Enemies : [Cold 8]
This Skill has -1 ACC.",1,5,259,8/3/2022
Yuzuriha,12,10,2,0,4,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yuzuriha,,Yuzuriha,"Iki Seishin no Kamae
After using any Skill,
Yuzuriha may gain [Stance].
With Stance,
Yuzuriha has Stuck, Haste and Combo 1.
If Yuzuriha has Stance at the start of her turn,
she loses Stance at the end of her turn.",,,"Battoujutsu Ni no Kata: Saki
[ATK] Cost 4 SP
One Enemy : [Blade 6]
This Skill has +1 ACC. ","Sougetsu Ittou-ryu et cetera! Yae Ichirin
[ATK] Cost 2 SP
One Enemy : [Blade 3]
Self : [+2 EVA]  ","Over Here! 
[SUP] Cost 2 SP
Swap with any Ally.
This Skill has Combo.","Battoujutsu Ni no Kata: Tachi 
[SUP] Cost 2 SP
Self : [Scope 1, Break 2]",,1,4,260,8/4/2022
Minato,10,8,0,0,6,2,26,🔗,https://tbs-crossover-arena.fandom.com/wiki/Minato,,Minato,"Hellraiser
Minato may pay part or all of an SP Cost with his MAX SP.
When he does this, gain [+1 Transform].","One More Ride
If Minato has 3 Transforms at the start of his
turn he becomes The Oboroguruma.
His MAX SP remains the same.",,"Bus Stop
[ATK] Cost 3 + X SP
One Enemy : [Impact 5 + X]
X = Choose a number from 0 to 5.","Cabstand 
[ATK] Cost 4 + X SP
One Enemy : [Impact 8]
This Skill has -4 ACC and +2 * X ACC.
X = Choose a number from 0 to 4. ","Flight 13
[ATK] Cost 3 + X SP
One Enemy : [Impact 3]
Self : [+X SPD,EVA]
This Skill has Scope. 
X = Choose a number from 0 to 3.  ","Jump the Shark
[ATK] Cost 0 SP
One Enemy : [Impact X]
Self : [Death 0] 
X = 8 - MAX SP ",,2,4,261,8/12/2022
Saber Alter,12,16,1,2,2,0,33,🔗,https://tbs-crossover-arena.fandom.com/wiki/Saber_Alter,,Artoria Pendragon (Alter) ,"Noble Phantasm
At the end of Saber Alter's turn,
gain [+1 NP]. ","Twilight Star A
When Saber Alter rallies,
recover 2 SP and gain [+1 NP]","Magic Resistance B
When Saber Alter suffers a Negative Status Effects from an enemy skill or passive,
she has a 20% to remove it when applied.","Black Excalibur
[ATK] Cost 6 SP
One Enemy : [Blade 8]","Charisma E
[SUP] Cost 2 SP
All Allies : [+1 ATK,MAG]","Mana Burst A 
[SUP] Cost 6 SP
Self : [Crit 4] 
This Skill has Combo.","Excalibur Morgan - Sword of Promised Victory 
[ATK] Cost 12 SP and 4 NP
All Enemies : [Blade 15]
This Skill has +1 ACC.  
This Skill is unaffected by Crit.",,3,4,262,8/12/2022
The Oboroguruma,10,?,0,0,10,5,25,🔗,https://tbs-crossover-arena.fandom.com/wiki/Minato,,The Oboroguruma,,,,"A Streetcar Named Disaster
[ATK] Cost X MAX SP
All Enemies : [Impact 2 * X]
This Skill has +1 ACC and Break.
X = The Oboroguruma's MAX SP
This Skill cannot be used with 0 MAX SP. ","Hellward Bound
[ATK] Cost 0 SP
One Enemy : [Impact 30]
Self : [Death 0] 
This Skill has Scope, Break and Precision.
This Skill can only be used with 0 MAX SP.",,,,0,2,263,8/12/2022
Ina'nis,12,10,0,3,4,1,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ina%27nis,,Ninomae Ina'nis,"Cult Following
When another ally Rallies while Ina’nis is in front,
she gains [+2 MAG] and the ally gains [Scope 1].",,,"Summon Tentacle
[MAG] Cost 2 SP
One Enemy: [Dark 4]","Ancient One
[MAG] Cost 5 SP
One Enemy: [Dark 6] [Apathy 2]","Harmless Takoyaki 
[SUP] Cost 3 SP
One Ally: Recover 4 HP and gain [+2 RES].","Tako Spin
[MAG] Cost 8 SP
All Enemies: [Dark 5] [Heavy 2, Silence 2]
This Skill has -1 ACC.",,1,4,264,8/13/2022
Okita Alter,7,9,2,1,7,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Okita_Alter,,Okita Sōji (Alter),"Noble Phantasm
At the end of Okita Alter's turn,
gain [+1 NP]. ","Counter Guardian
Okita Alter has +2 ACC and Pursuit 1.","Independent Action A
When Okita Sōji (Alter) uses Swap on herself,
gain [Crit 2] and recover 3 SP and 1 HP.","Kyokuchi A
[ATK] Cost 3 SP
One Enemy : [Blade 4]
Self : [+1 NP]","Persistence B+
[SUP] Cost 4 SP
Self : [+2 NP] [Crit 2]  ","Boundlessness A+
[SUP] Cost 2 SP
Self : [Dodge 1] [Overcharge]","Zekken - Mukyuu Sandan
[MAG] Cost 5 SP and 4 NP
All Enemies : [Blade 6] [-2 DEF,RES] 
This Skill has +1 ACC.
If you remove Overcharge, this Skill deals +1 damage and inflicts [-3 DEF,RES].",,3,4,265,8/13/2022
Walpurgis Minion,7,7,0,0,4,1,19,🔗,https://tbs-crossover-arena.fandom.com/wiki/Walpurgis_Minion,,?????,"Form of Darkness
When swapped to the front,
gain [X].
X = Name of a KO'ed Character.","Manic Mimicry
Walpurgis Minion may use all of the Form's Skills and Passives as it's own.","Fade to Black
When swapped to the back,
lose Form.","Magicae Orb
[MAG] Cost 2 SP
One Enemy : [Mystic 4]","Trabem Magicae 
[MAG] Cost 3 SP
All Enemies : [Mystic 2]
This Skill has -1 ACC.",,,,3,2,266,8/21/2022
Walpurgisnacht,50,30,0,0,0,0,80,🔗,https://tbs-crossover-arena.fandom.com/wiki/Walpurgisnacht,,?????,"The Coming of Walpurgisnacht
Walpurgisnacht cannot start in slots 1-4.
Walpurgisnacht cannot be swapped into the front until all Allies are KO'ed.
When this happens, swap Walpurgisnacht into the 4th Slot and end the round.
Walpurgisnacht cannot swap again after this.","Surgam Identidem
When Walpurgisnacht swaps,
Every Enemy that's not KO'ed recovers MAX HP and SP and gains [Cure 0].
Two Allies revive as Walpurgis Minion with MAX HP and SP and gain [Cure 0].","Immutable March
Walpurgisnacht has Cure and Curse and cannot recover HP. 
When Walpurgisnacht rallies,
She recovers 6 SP.","Manifested Performer
[SUP] Cost 12 SP
Any Ally : Revive as Walpurgis Minion with MAX HP and SP and gain [Cure 0].","Walpurgisnacht
[SUP] Cost 8 SP
All Allies : [Windsweep 2] [+2 SPD]
All Enemies : [-2 DEF,RES,EVA]   ","Telekinetic Destruction
[ATK] Cost 16 SP
One Enemy : [Impact 15]
This Skill has Break and +2 ACC.","Sigh of Ruin
[MAG] Cost 8 SP
All Enemies : [Fire 7]
This Skill has -1 ACC.","Nux Walpurgis
[SUP] Cost 16 SP
One Enemy : [Death 3, Despair 1, Crisis 3]",3,5,267,8/21/2022
Sakuya (Alt),6,14,2,1,8,4,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sakuya_(Alt),,Sakuya Izayoi,"Night of Nights
While this unit is in front,
all Blade damage is increased by 1.",,,"Time Sign ""Imaginary Vertical Time""
[ATK] Cost 7 SP
All Enemies : [Blade 3] [Slow 3]
This Skill has +4 ACC.   ","Light Speed ""C. Ricochet""
[ATK] Cost 6 SP
One Enemy : [Blade 3]
This Skill has Adept 2. ","Conjuring ""Eternal Meek""
[MAG] Cost 4 SP
All Enemies : [Blade 1]
This Skill has +1 ACC and Adept 1. ","Watch ""Luna Dial""
[MAG] Cost 5 SP
One Enemy : [Impact 0] [Stun 1] 
This Skill has -2 ACC. ","Time Sign ""Sakuya's Special Stopwatch""
[SUP] Cost 7 SP
All Enemies : [Slow 2]
Self : [Pursuit 2]",1,5,268,8/25/2022
Jason Asano,7,12,1,1,5,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Jason_Asano,,Jason Asano,"Quest System
When Jason KO's an enemy or if an enemy is KO'ed due to Debuffs while Jason is in front,
he recovers 2 HP and SP.","Midnight Eyes
Jason's Skills have +2 ACC. Jason is immune to ACC Stat Drops.","Cloak of Night
When Jason is swapped,
gain [Scope 1, Cloak 2].","Night Fang
[ATK] Cost 2 SP
One Enemy : [Blade 2] [Poison 1]
This Skill can Combo into Inexorable Doom.","Feast of Absolution
[SUP] Cost 4 SP
One Target : [Cure 0]  
X = Sum of Status Effect removed
Recover X HP and SP.  ","Leech Bite
[SUP] Cost 1 SP
Self : [Inflict [Bleed 1] 0]
This Skill can Combo into Night Fang.","Punish
[SUP] Cost 1 SP
Self : [Inflict [Sin 1] 0]  
This Skill can Combo into Night Fang.","Inexorable Doom
[SUP] Cost 4 SP
One Enemy : [Doom 6]",3,5,269,8/29/2022
Toge,10,13,0,0,6,3,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Toge,,Toge Inumaki,"Cough Syrup
When Toge rallies,
recover 2 HP and 2 SP.
When Toge rests,
recover 1 HP and 1 SP. ",,,"""Stop""
[SUP] Cost 4 SP and 1 HP
One Enemy : [Stun 1]","""Sleep""
[SUP] Cost 4 SP and 1 HP
One Enemy : [Sleep 2]","""Run Away""
[SUP] Cost 3 SP and 1 HP
All Allies : [Distance 3]  ","""Explode""
[ATK] Cost 5 SP and 1 HP
All Enemies : [Impact 4]
This Skill has Scope and +1 ACC. ","""Blast Away""
[ATK] Cost 5 SP and 2 HP
One Enemy : [Impact 10]
This Skill has Scope and +2 ACC.",1,5,270,8/30/2022
Sendai Hakurei,13,12,1,1,6,2,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sendai_Hakurei,,Sendai Hakurei no Miko,"Reikokuna Oni Miko
Sendai Hakurei has Sin 2 and Bold 3.","Fantasy Nature 
When Sendai Hakurei hits a target, gain [+1 Orb]
Sendai Hakurei cannot have more than 7 Orbs.",,"Hakurei Amulet 
[MAG] Cost 4 SP
One Enemy : [Spirit 5]
This Skill has Scope.   ","Hakurei Boxing Higi ""Fantasy Seal""
[ATK] Cost 3 SP
One Enemy : [Spirit 7]
This Skill has Direct 2.  ","Hakurei Boxing Higi ""Ascension Rush""
[ATK] Cost 8 SP
One Enemy : [Spirit 3]
This Skill has Adept 4 and Direct.","Hakurei Boxing Higi ""Dimensional Rift"" 
[ATK] Cost 5 SP
One Enemy : [Spirit 6]
This Skill has +2 ACC. ","Hakurei Boxing Higi ""Fantasy Nature""
[SUP] Cost 7 Orbs
Self : [Crit 4] [Shield 4]
This Skill has Combo.",2,5,271,8/31/2022
Waluigi,9,14,1,3,6,2,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Waluigi,,Waluigi,"""Everyone else cheat! Next time I cheat, too!""
Waluigi has Pride, Resist [Dark] 2, and Inflict [Stuck 1].","Swimming Return
When Waluigi is swapped,
One Enemy suffers [Shock 1]
and Waluigi gains [Cancel 1].",,"Bob-omb
[ATK] Cost 3 SP
One Enemy : [Impact 8]
This Skill has -5 ACC.   ","Liar Ball
[ATK] Cost 2 SP
One Enemy : [Impact 0] [Reveal 2]
This Skill has Scope, and +4 ACC.","Wall-Luigi!
[SUP] Cost 5 SP
Self : [Taunt 3, Shield 3] [+2 SPD,ACC]","Showtime
[SUP] Cost 4 SP
All Enemies : [Doom 2, Slow 2] 
Self : [Combo 2, Reveal 1]",,2,4,272,9/13/2022
Meimu,9,10,1,1,5,4,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Meimu,,Meimu,"Dark Dream
Meimu has Inflict [Apathy 2].
At the end of Meimu's turn,
Recover 2 SP for every enemy with Apathy.",,,"Formless Wave
[MAG] Cost X SP
X Enemies : [Dark 2]
This Skill has +1 ACC. 
X = Choose a number from 1 to 3.","Formless Movement
[SUP] Cost 3 SP
Self : [Cure 0]
Swap with an ally in front.
This Skill has Combo.  ","Boundary of Shadow and Substance
[MAG] Cost 5 SP
One Enemy : [Impact 8]
This Skill has Scope. 
This Skill misses if target doesn't share Meimu's slot number.","""Let this World Return to Nothingness!""
[MAG] Cost 8 SP
All Enemies : [Dark 10]
This Skill only hits targets with Apathy.
This Skill has -1 ACC. ","""End of Fantasy ~ Gensokyo Reloaded""
[SUP] Cost 10
Every Enemy : [Death 0] 
This Skill can only be used if every enemy is Apathetic.",1,5,273,9/16/2022
Tiki,13,9,1,3,3,3,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Tiki,,Tiki (Naga's Voice),"The Voice of the Divine Dragon
At the end of Tiki's turn,
All Allies gain [Blessed 2].","Odd Rhythm
At the start of Tiki's turn on odd numbered rounds,
gain [Dodge 1] and your skills have +2 ACC this turn.",,"Dragonstone+
[MAG] Cost 5 SP
One Enemy : [Mystic 7]","Armored Blow
[ATK] Cost 4 SP
One Enemy : [Impact 5]
Self : [+2 DEF]  ","Breath of Fog
[MAG] Cost 4 SP
One Enemy : [Mystic 2]
Self : Recover 2 HP. 
If the target has a passive that contains the word ""Dragon"",
this Skill deals +10 damage.","Tiki's Tear
[SUP] Cost 5 SP
One Ally : [+3 HP,SP] Recover 3 HP and SP.",,2,4,274,9/21/2022
Nanami,12,13,2,4,6,2,39,🔗,https://tbs-crossover-arena.fandom.com/wiki/Nanami,,Kento Nanami,"Overtime 
While it's Round 6 or later,
Nanami's Skills deal +2 damage.   ",,,"Effective Plan
[SUP] Cost 4 SP
All Allies : [+2 SP] Recover 2 SP","Revealing One's Hand
[SUP] Cost 0 SP
Self : [Reveal 3] [-3 ACC] [Bold 4]","Ratio Technique
[ATK] Cost 6 SP
One Enemy : [Blade 6]
This Skill has Break, Direct 2 and +3 ACC.","Collapse
[ATK] Cost 10 SP
All Enemies : [Impact 8] 
This Skill can only be used while on Overtime. 
This Skill has -1 ACC and Break.",,1,4,275,9/24/2022
Rei'sen,7,14,1,4,5,2,33,,https://tbs-crossover-arena.fandom.com/wiki/Rei%27sen,,Rei'sen,"Lunar Sense
While Rei'sen is in front,
Allies' Astral Skills have Scope.","Vanishing
When Rei'sen is swapped,
gain [Cloak 2, Distance 1].",,"LN Hazymoon Rifle
[MAG] Cost 6 SP
One Enemy : [Astral 10]
This skill can only be used while Cloaked.  ","Kolt Laser Pistol
[MAG] Cost 4 SP
One Enemy : [Astral 6]  ","Lunar Veil
[SUP] Cost 2 SP
Self : Swap with any ally. Recover 12 SP and gain [Crisis 2].","Hawk's Talon Kick
[ATK] Cost 3 SP
One Enemy : [Impact 5] [Shock 2]
This Skill has Direct 2.",,2,4,276,9/27/2022
Nue,7,9,1,2,4,2,25,🔗,https://tbs-crossover-arena.fandom.com/wiki/Nue,,Nue Houjuu,"Concealing her true form
When picking Nue for your team,
type another character's name and add a space to the end.
Remove the space from the characters name on your reveal list.
Nue now has this character's stats and passives. (Nue does not gain their skills.)
When your opponent realizes this character is Nue or whenever you choose,
change the name on the reveal list to Nue and gain the character's name as a token.
Nue retains that character's passives.",,,"Undefined Darkness
[SUP] Cost 3 SP
One Ally : [Cloak 3] [Distance 1]","Danmaku Chimera
[MAG] Cost 3 SP
One Enemy : [X 5]
X = damage type of choice ","Nightmare of Heiankyou
[ATK] Cost 6 SP
All Enemies : [Dark 4] {50% Terror 3}
This Skill has -1 ACC","The Bow of Genzanmi Yorimasa
[ATK] Cost 3 SP
One Enemy : [Pierce 2] [Bleak 3]
This Skill has Scope.",,1,4,277,10/15/2022
Potemkin,18,16,3,1,1,0,39,🔗,https://tbs-crossover-arena.fandom.com/wiki/Potemkin,,Potemkin,"Roman Cancel
After using a Skill, you may pay 2 SP to Combo.
You may only Roman Cancel once a turn. ","Armor-clad Faith
Potemkin has Hope 2 and Alert 1.",,"Potemkin Buster
[ATK] Cost 4 SP
One Enemy : [Impact 10]
This Skill has -4 ACC and Direct.","Hammerfall
[ATK] Cost 2 SP
One Enemy : [Impact 2]
Self : [Scope 1]","Slide Head
[ATK] Cost 2 SP
All Enemies : [Impact 0] [Stuck 2]
This Skill has -3 ACC. ","Heavenly Potemkin Buster
[ATK] Cost 10 SP
One Enemy : [Impact 18]
This Skill has -6 ACC and Direct.",,2,4,278,1/17/2023
VIVIT,8,11,1,1,5,2,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/VIVIT,,VIVIT,"Velvet Maiden
When VIVIT rallies,
gain [+2 EVA] and one other ally recovers 2 SP.","All-purpose Android
When VIVIT evades a Skill, recover 2 SP. ","Powered by Saboten Energy
VIVIT's skills are also [Nature] Skills.
VIVIT deals +1 damage for every other ally
in front with a [Nature] damage type.","Wide Shot
[ATK] Cost 5 SP
All Enemies : [Astral 4]
This Skill has -1 ACC.","Homing Missile
[ATK] Cost 4 SP
One Enemy : [Impact 4]
This Skill has Scope and +2 ACC. ","Laser
[ATK] Cost 6 SP
Two Enemies : [Electric 5]
This Skill has Break 2.","Broken Strawberry Shortcake
[SUP] Cost 6 SP
One Ally : [Refresh 2]",,3,4,279,1/17/2023
Faust,9,13,2,2,4,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Faust,,Faust,"Roman Cancel
After using a Skill, you may pay 2 SP to Combo.
You may only Roman Cancel once a turn. ","Alone Infection
When Faust rallies, gain [Despair 1].
When Faust removes Despair, gain [Refresh 0, Tempo 1].",,"What Could This Be?
[SUP] Cost 3 SP
Roll a D10.
1: Bomb [ATK] One Enemy [Fire 8] -4 ACC.
2: Banana [SUP] One Target [Slow 1, Heavy 1] Recover 6 HP and SP.
3: Donut [SUP] One Ally [Cure 0] Recover 6 HP.
4: Afro [SUP] One Enemy [Reveal 2, Vulnerable [Fire] 2] [-2 EVA]
5: Hammer [ATK] One Enemy [Impact 6]
6: Mini Faust [SUP] One Enemy [Trap 6]
7: 100T Weight [SUP] All Targets [Slow 1, Heavy 1]
8: Your opponent chooses a character in front to make this attack instead of Faust.
   Trumpet [ATK] All Enemies [Impact 3] -1 ACC.
9: Meteors [MAG] All Enemies [Fire 3] -1 ACC.
10: Roll again.","Thrust
[ATK] Cost 4 SP
One Enemy : [Blade 4]
If this skill hits, you may swap
the target enemy with an enemy in Front. ","Snip Snip Snip
[ATK] Cost 4 SP
One Enemy : [Blade 3] [Reveal 2, Vulnerable [Fire] 2] [-2 EVA]","Scarecrow
[ATK] Cost 6 SP
One Enemy : [Blade 4] [Terror 3]
This Skill has Scope.","Bone-crushing Excitement
[ATK] Cost 8 SP
One Enemy : [Impact 4] [Stun 2]",2,5,280,1/20/2023
Sayaka Miki,8,14,1,0,7,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sayaka_Miki,,Sayaka Miki,"Soul Gem: Transformation
When Sayaka Miki rallies,
transform into Sayaka Miki (Magical Girl) and recover 6 HP.","By Decretum Dismantled and Delivered
Sayaka has Blessed 1.
When Sayaka loses Resolve,
recover 1 HP.",,"Weapon: Cutlass
[ATK] Cost 2 SP
One Enemy : [Blade 1]
This Skill has Adept 3. ","Connect: My Turn Now!
[SUP] Cost 5 SP
One Ally : [+2 ATK,MAG] [Regenerate 2] Recover 3 HP.","Magia: Prestissimo Agitato
[ATK] Cost 7 SP
One Enemy : [Blade 6]
Self : [Resolve 2, Crit 2]","Doppel: Oktavia von Seckendorff
[ATK] Cost 10 SP
One Enemy : [Blade 8]
Self : [Counter 4, Crit 2]",,2,4,281,2/3/2023
Sayaka Miki (Magical Girl),14,14,1,0,9,4,42,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sayaka_Miki,,Sayaka Miki,"By Decretum Dismantled and Delivered
Sayaka has Blessed 1.
When Sayaka loses Resolve,
recover 1 HP.",,,"Weapon: Cutlass
[ATK] Cost 2 SP
One Enemy : [Blade 1]
This Skill has Adept 3. ","Connect: My Turn Now!
[SUP] Cost 5 SP
One Ally : [+2 ATK,MAG] [Regenerate 2] Recover 3 HP.","Magia: Prestissimo Agitato
[ATK] Cost 7 SP
One Enemy : [Blade 6]
Self : [Resolve 2, Crit 2]","Doppel: Oktavia von Seckendorff
[ATK] Cost 10 SP
One Enemy : [Blade 8]
Self : [Counter 4, Crit 2]",,1,4,282,2/3/2023
Alucard,11,14,1,1,7,2,36,🔗,https://tbs-crossover-arena.fandom.com/wiki/Alucard,,Adrian Fahrenheit Ţepeş,"Shapeshifting
After Alucard's turn, he may spend 2 SP to
immediately swap places with any ally.",,,"Alucard Sword
[ATK] Cost 3 SP
One Enemy : [Blade 4]
Self : [Cloak 2] ","Alucard Shield
[SUP] Cost 5 SP
Self : [Shield 3, Thorns 4]   ","Hellfire
[MAG] Cost 6 SP
Three Enemies : [Fire 6]
This Skill has -1 ACC. ","Bible
[SUP] Cost 2 SP
Self : [Crit 3]",,1,4,283,2/4/2023
Sekibanki (暁Records),6,11,1,0,2,4,24,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sekibanki_(%E6%9A%81Records),,Sekibanki,"Rock 'n' Rock 'n' Beat
While Sekibanki is in front,
all characters gain [2 Heads] when they rally.","Worldwide Flying Head
At the end of Sekibanki's turn,
arrange [Heads] on all Characters as you wish.",,"Bang! Bang!
[ATK] Cost 2 SP
One Enemy : [Impact X * 2]
X = Number of Heads on target. ","Ruler of the Night
[SUP] Cost 3 SP
Self : [Cloak 3] [2 Heads]  ","Kawaii~♡
[SUP] Cost 5 SP
All Allies : Recover X SP.
All Enemies : [Shock X]
X = Number of Heads on target. ","Kakkoii♥
[SUP] Cost 5 SP
All Allies : [Shade X]
All Enemies : [Terror X]
X = Number of Heads on target.","Maka-fukashigi
[MAG] Cost 4 SP
All Enemies : [Dark X * 3]
This Skill has -1 ACC.
X = Shock and Terror on target",2,5,284,3/25/2023
Sylas,9,11,1,2,6,2,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sylas,,Sylas,"The Unshackled
Sylas gains [+1 Unshackled] whenever
he uses a Skill other than Petricite Burst.
When Sylas rallies or rests, remove Unshackled.",,,"Petricite Burst
[ATK] Cost X Unshackled
Two Enemiese: [Impact 1]
This Skill has Adept X and Break 2. 
X = Amount of Unshackled.
This skill cannot be used if X = 0. ","Chain Lash
[MAG] Cost 3 SP
One Enemy : [Impact 4] [-2 EVA] ","Kingslayer
[MAG] Cost 4 SP
One Enemy : [Impact 4]
Self : [+2 EVA]
On hit, recover 2 HP. ","Abscond and Abduct
[MAG] Cost 4 SP
One Enemy : [Impact 2] [Weaken 2, Disable 2]
Self : Swap Sylas with a character in front.","Hijack
[MAG] Cost 0 SP
One Enemy : [Impact 0]
On hit, gain [Y] if Sylas doesn't have [Y Used].
Y = Target's Name
If Sylas has [Name], instead of using the above skill,
use one of that character's skills at no cost.
In this case, [Name] becomes [Name Used].",1,5,285,4/13/2023
Medias,13,8,4,1,2,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Medias,,Medias Moritake,"Getting rid of friction
While Medias is in front,
Cold skills inflict [Boost [Dodge 1] 2]. ","Southern Meteor Shower
When Medias rallies,
gain [Taunt 3].","Re-Thrill
Medais has Counter 3 and Rash 2. ","Cold Claw ""Flightless Bird Standing on its Claws""
[ATK] Cost 2 SP
All Enemies : [Cold 0]
This Skill has +1 ACC.  ","Frozen Path ""Penguin Highway""
[SUP] Cost 4 SP
All Allies : [+2 ACC, +1 EVA] [Resist [Cold] 2]","Royal River ""Emperor's Sword""
[ATK] Cost 6 SP
One Enemy : [Blade 10] [+2 EVA] [Distance 2]
This Skill has +2 ACC.",,,3,3,286,4/26/2023
