Character,#,Text,Char ID,Skill ID,Name,Skill Type,Cost,Target,Damage Type,Damage,Inflict,Accuracy,Effect,Self
Yumemi,1,"Dream Bomb
[MAG] Cost 3 SP
Two Enemies : [Mystic 3]  ",240,2404,"Dream Bomb",MAG,3 SP,Two Enemies,Mystic,3,,,,
Yumemi,2,"Strawberry Cross
[MAG] Cost 4 SP
One Enemy : [Mystic 4]
If this Skill hits, the target loses X SP. 
X = damage taken by Skill. ",240,2405,"Strawberry Cross",MAG,4 SP,One Enemy,Mystic,4,,,,
Yumemi,3,"Fantasy Legend 
[MAG] Cost 8 SP 
All Enemies : [Mystic 8]
This Skill has -2 ACC.",240,2406,"Fantasy Legend ",MAG,8 SP,All Enemies,Mystic,8,,,,
Yumemi,4,"Magical Position of Science
[SUP] Cost 7 SP
All Allies: [+3 ATK,MAG]  ",240,2407,"Magical Position of Science",SUP,7 SP,All Allies,,,,,,
Yumemi,5,"Strawberry Crisis!!
[SUP] Cost 11 SP
One Ally : [+4 ATK,MAG] ",240,2408,"Strawberry Crisis!!",SUP,11 SP,One Ally,,,,,,
Daiyousei,1,"Spiral Intercept
[SUP] Cost 4 SP
Self : [Taunt 4, Shield 4]",241,2414,"Spiral Intercept",SUP,4 SP,Self,,,,,,
Daiyousei,2,"Off-Season Bloom
[MAG] Cost 6 SP
One Enemy : [Nature 10]
Self : [-2 MAG]
This Skill has -2 ACC. ",241,2415,"Off-Season Bloom",MAG,6 SP,One Enemy,Nature,10,,,,
Daiyousei,3,"Everyday Magic
[SUP] Cost 8 SP
All Allies : [Cure 1] Recover 6 HP. ",241,2416,"Everyday Magic",SUP,8 SP,All Allies,,,,,,
Daiyousei,4,"Wind and Frost ""Kreis of Wind""
[MAG] Cost 8 SP
All Enemies : [Nature 4] {20% Freeze 2}
All Allies : [Windsweep 3]
This Skill has -1 ACC.",241,2417,"Wind and Frost ""Kreis of Wind""",MAG,8 SP,All Enemies,Nature,4,,,,
Koakuma,1,"Grimoire Arrangement
[SUP] Cost 4 SP
One Ally : [+2 MAG, +2 ACC] [Cancel 1]",242,2424,"Grimoire Arrangement",SUP,4 SP,One Ally,,,,,,
Koakuma,2,"Devil's Trap “Restriction”
[SUP] Cost 3 SP
One Enemy : [Stuck 1, Stubborn 1, Curse 0]",242,2425,"Devil's Trap “Restriction”",SUP,3 SP,One Enemy,,,,,,
Koakuma,3,"Dreaming Necronomicon
[MAG] Cost 7 SP
All Enemies : [Dark 2] [-3 RES] [Boost [Regenerate 2, Bold 2] 2]
This Skill has -1 ACC.",242,2426,"Dreaming Necronomicon",MAG,7 SP,All Enemies,Dark,2,,,,
Roman,1,"Melodic Cudgel: Cane Lash 
[ATK] Cost 5 SP
One Enemy : [Impact 5] [-3 DEF] ",243,2434,"Melodic Cudgel: Cane Lash ",ATK,5 SP,One Enemy,Impact,5,,,,
Roman,2,"Melodic Cudgel: Explosive Shot
[ATK] Cost 7 SP
One Enemy : [Fire 6] [Shock 2]
This Skill has Scope. ",243,2435,Melodic Cudgel: Explosive Shot,ATK,7 SP,One Enemy,Fire,6,,,,
Roman,3,"Melodic Cudgel: Grappling Hook
[ATK] Cost 4 SP
Any Enemy : [Impact 0]
If this skill hits,
Swap the target and any enemy. ",243,2436,"Melodic Cudgel: Grappling Hook",ATK,4 SP,Any Enemy,Impact,0,,,,
Roman,4,"Smuggled Weaponry
[SUP] Cost 8 SP
One Ally : [+2 ATK,MAG] [Shield 6]",243,2437,"Smuggled Weaponry",SUP,8 SP,One Ally,,,,,,
Madoka Kaname,1,"Weapon: Magical Arrow
[MAG] Cost 3 SP
One Enemy : [Mystic 4]
This Skill has Break 2.",244,2444,"Weapon: Magical Arrow",MAG,3 SP,One Enemy,Mystic,4,,,,
Madoka Kaname,2,"Connect: I'll Shoulder Your Burden
[SUP] Cost 6 SP
One Ally : Recover 6 HP and SP ",244,2445,"Connect: I'll Shoulder Your Burden",SUP,6 SP,One Ally,,,,,,
Madoka Kaname,3,"Magia: Pluvia☆Magica
[MAG] Cost 8 SP
All Enemies : [Mystic 3] [-3 MAG]
All Allies : Recover 3 SP
This Skill has -1 ACC.",244,2446,"Magia: Pluvia☆Magica",MAG,8 SP,All Enemies,Mystic,3,,,,
Madoka Kaname,4,"Doppel: Doppel of Mercy - Salvation Shaped
[MAG] Cost 15 SP
All Enemies : [Mystic 6] [-4 MAG]
All Allies : Recover 4 HP and SP
This Skill has -1 ACC.",244,2447,"Doppel: Doppel of Mercy - Salvation Shaped",MAG,15 SP,All Enemies,Mystic,6,,,,
Madoka Kaname (Magical Girl),1,"Weapon: Magical Arrow
[MAG] Cost 3 SP
One Enemy : [Mystic 4]
This Skill has Break 2.",245,2454,"Weapon: Magical Arrow",MAG,3 SP,One Enemy,Mystic,4,,,,
Madoka Kaname (Magical Girl),2,"Connect: I'll Shoulder Your Burden
[SUP] Cost 6 SP
One Ally : Recover 6 HP and SP ",245,2455,"Connect: I'll Shoulder Your Burden",SUP,6 SP,One Ally,,,,,,
Madoka Kaname (Magical Girl),3,"Magia: Pluvia☆Magica
[MAG] Cost 8 SP
All Enemies : [Mystic 3] [-3 MAG]
All Allies : Recover 3 SP
This Skill has -1 ACC.  ",245,2456,"Magia: Pluvia☆Magica",MAG,8 SP,All Enemies,Mystic,3,,,,
Madoka Kaname (Magical Girl),4,"Doppel: Doppel of Mercy - Salvation Shaped
[MAG] Cost 15 SP
All Enemiese: [Mystic 6] [-4 MAG]
All Alliesi: Recover 4 HP and SP
This Skill has -1 ACC.",245,2457,"Doppel: Doppel of Mercy - Salvation Shaped",MAG,15 SP,All Enemiese,Mystic,6,,,,
Moemura Akemi,1,"Weapon: Golf Club
[MAG] Cost 2 SP
One Enemy : [Impact 2] [-2 SPD]",246,2464,"Weapon: Golf Club",MAG,2 SP,One Enemy,Impact,2,,,,
Moemura Akemi,2,"Weapon: Time Shield
[SUP] Cost 6 SP
Selfl: [Pursuit 2]",246,2465,"Weapon: Time Shield",SUP,6 SP,Selfl,,,,,,
Moemura Akemi,3,"Connect: Everybody Do Your Best! 
[SUP] Cost 4 SP
One Ally : [Dodge 1]
All Allies : [+1 MAG]",246,2466,"Connect: Everybody Do Your Best! ",SUP,4 SP,One Ally,,,,,,
Moemura Akemi,4,"Magia: Time Stop Special
[MAG] Cost 7 SP
All Enemies : [Impact 4]
All Allies : [Haste 1]
This Skill has -1 ACC. ",246,2467,"Magia: Time Stop Special",MAG,7 SP,All Enemies,Impact,4,,,,
Moemura Akemi,5,"Doppel: Doppel of Closed Loop - Mortal World Shaped
[MAG] Cost 16 SP
All Enemies : [Pierce 7]
All Allies : [Pursuit 1] 
This Skill has -1 ACC.",246,2468,"Doppel: Doppel of Closed Loop - Mortal World Shaped",MAG,16 SP,All Enemies,Pierce,7,,,,
Moemura Akemi (Magical Girl),1,"Weapon: Golf Club
[MAG] Cost 2 SP
One Enemy : [Impact 2] [-2 SPD]",247,2474,"Weapon: Golf Club",MAG,2 SP,One Enemy,Impact,2,,,,
Moemura Akemi (Magical Girl),2,"Weapon: Time Shield
[SUP] Cost 6 SP
Selfl: [Pursuit 2]",247,2475,"Weapon: Time Shield",SUP,6 SP,Selfl,,,,,,
Moemura Akemi (Magical Girl),3,"Connect: Everybody Do Your Best! 
[SUP] Cost 4 SP
One Ally : [Dodge 1]
All Allies : [+1 MAG]",247,2476,"Connect: Everybody Do Your Best! ",SUP,4 SP,One Ally,,,,,,
Moemura Akemi (Magical Girl),4,"Magia: Time Stop Special
[MAG] Cost 7 SP
All Enemies : [Impact 4]
All Allies : [Haste 1]
This Skill has -1 ACC. ",247,2477,"Magia: Time Stop Special",MAG,7 SP,All Enemies,Impact,4,,,,
Moemura Akemi (Magical Girl),5,"Doppel: Doppel of Closed Loop - Mortal World Shaped
[MAG] Cost 16 SP
All Enemies : [Pierce 7]
All Allies : [Pursuit 1] 
This Skill has -1 ACC.",247,2478,"Doppel: Doppel of Closed Loop - Mortal World Shaped",MAG,16 SP,All Enemies,Pierce,7,,,,
Charlotte,1,"Familiar: Pyotrs
[MAG] Cost 2 SP
All Enemies : [Impact 0] [Reveal 2]",248,2484,"Familiar: Pyotrs",MAG,2 SP,All Enemies,Impact,0,,,,
Charlotte,2,"Familiar: Polina
[SUP] Cost 3 SP 
One Ally : Recover 3 HP and SP. ",248,2485,"Familiar: Polina",SUP,3 SP,One Ally,,,,,,
Charlotte (2nd Form),1,"Familiar: Pyotrs
[MAG] Cost 2 SP
All Enemies : [Impact 0] [Reveal 2]",249,2494,"Familiar: Pyotrs",MAG,2 SP,All Enemies,Impact,0,,,,
Charlotte (2nd Form),2,"Familiar: Polina
[SUP] Cost 3 SP 
One Ally : Recover 3 HP and SP. ",249,2495,"Familiar: Polina",SUP,3 SP,One Ally,,,,,,
Charlotte (2nd Form),3,"Cheese Hunger
[MAG] Cost 7 SP
One Enemy : [Pierce 7]
This Skill has Break 2 and -1 ACC.
If this Skill KO's, All Enemies suffer [Terror 2]",249,2496,"Cheese Hunger",MAG,7 SP,One Enemy,Pierce,7,,,,
Arsene,1,"Eiha
[MAG] Cost 4 SP
One Enemy : [Dark 6]",250,2504,"Eiha",MAG,4 SP,One Enemy,Dark,6,,,,
Arsene,2,"Cleave
[ATK] Cost 1 HP and 2 SP
One Enemy : [Blade 6]",250,2505,"Cleave",ATK,1 HP and 2 SP,One Enemy,Blade,6,,,,
Arsene,3,"Sukunda
[SUP] Cost 2 SP
One Enemy : [-3 SPD]   ",250,2506,"Sukunda",SUP,2 SP,One Enemy,,,,,,
Arsene,4,"Dream Needle 
[ATK] Cost 1 HP and 2 SP
One Enemy : [Pierce 2] {50% Sleep 3}",250,2507,Dream Needle ,ATK,1 HP and 2 SP,One Enemy,Pierce,2,,,,
Joker,1,"Melee: Paradise Lost
[ATK] Cost 4 SP
One Enemy : [Blade 5]
Self : [+2 RES] ",251,2514,"Melee: Paradise Lost",ATK,4 SP,One Enemy,Blade,5,,,,
Joker,2,"Gun: Tyrant Pistol
[ATK] Cost 1 Ammo
One Enemy : [Pierce 5]
Self : [+2 MAG]",251,2515,Gun: Tyrant Pistol,ATK,1 Ammo,One Enemy,Pierce,5,,,,
Doc Louis,1,"""Block this!""
[ATK] Cost 3 SP
One Enemy : [Impact 5]
This Skill has +2 ACC and Direct 2.",252,2524,"""Block this!""",ATK,3 SP,One Enemy,Impact,5,,,,
Doc Louis,2,"""Duck this one!""
[ATK] Cost 4 SP
One Enemy : [Impact 8]
This Skill has -2 ACC and Direct 2. ",252,2525,"""Duck this one!""",ATK,4 SP,One Enemy,Impact,8,,,,
Doc Louis,3,"Chocolate Bar
[SUP] Cost 4 SP
Self : [Stuck 1] Recover 12 HP.",252,2526,"Chocolate Bar",SUP,4 SP,Self,,,,,,
Doc Louis,4,"""I invented the Star Punch!""
[ATK] Cost [Star]
One Enemy : [Impact 10]
This Skill has +2 ACC.   ",252,2527,"""I invented the Star Punch!""",ATK,[Star],One Enemy,Impact,10,,,,
Doc Louis,5,"""Join the Nintendo Fun Club today! Mac.""
[SUP] Cost 2 SP
One Ally : [Cancel 2]",252,2528,"""Join the Nintendo Fun Club today! Mac.""",SUP,2 SP,One Ally,,,,,,
Scout,1,"Scattergun
[ATK] Cost 6 SP
One Enemy : [Pierce 9] 
This Skill has Direct 2.  ",253,2534,"Scattergun",ATK,6 SP,One Enemy,Pierce,9,,,,
Scout,2,"Pretty Boy's Pocket Pistol
[ATK] Cost 4 SP
One Enemy : [Pierce 2]
This Skill has Adept 2.
On hit, Recover 1 HP.  ",253,2535,"Pretty Boy's Pocket Pistol",ATK,4 SP,One Enemy,Pierce,2,,,,
Scout,3,"Boston Basher
[ATK] Cost 2 SP
One Enemym: [Pierce 2] [Bleed 1]
This Skill has Direct 2.
On miss, Hit yourself. Idiot.",253,2536,"Boston Basher",ATK,2 SP,One Enemym,Pierce,2,,,,
Elly,1,"Covetous Desire
[SUP] Cost 4 SP
Any Enemy : [Heavy 2] [Stuck 1]   ",254,2544,"Covetous Desire",SUP,4 SP,Any Enemy,,,,,,
Elly,2,"Distortion
[MAG] Cost 6 SP
One Enemy : [Electric 3] [Death 2]  ",254,2545,"Distortion",MAG,6 SP,One Enemy,Electric,3,,,,
Elly,3,"Familiar: Daniyyel & Jennifer
[SUP] Cost 6 SP
Swap any two enemies.",254,2546,Familiar: Daniyyel & Jennifer,SUP,6 SP,#N/A,,,,,,
Elly,4,"""I have only one wish. Box up that memory.""
[MAG] Cost 9 SP
All Enemies : [Electric 4] [Terror 3] [Trap 3]
This Skill has -1 ACC.",254,2547,"""I have only one wish. Box up that memory.""",MAG,9 SP,All Enemies,Electric,4,,,,
Plague Knight,1,"Bomb Toss
[MAG] Cost 1 SP
One Enemy : [Impact 2]
This Skill has +2 ACC.",255,2554,"Bomb Toss",MAG,1 SP,One Enemy,Impact,2,,,,
Plague Knight,2,"Bomb Burst 
[MAG] Cost 3 SP
One Enemy : [Impact 3]
Swap Plague Knight with Any Ally. ",255,2555,"Bomb Burst ",MAG,3 SP,One Enemy,Impact,3,,,,
Plague Knight,3,"Staff of Surging
[MAG] Cost 3 SP
One Enemy : [Impact 7]
This Skill has Direct 2 and -2 ACC.",255,2556,"Staff of Surging",MAG,3 SP,One Enemy,Impact,7,,,,
Hooaka,1,"Cold Card ""Timed Sublimation""
[MAG] Cost 4 SP
All Enemies : [Cold 1] [Burn 2]  
This Skill has -1 ACC. ",256,2564,"Cold Card ""Timed Sublimation""",MAG,4 SP,All Enemies,Cold,1,,,,
Hooaka,2,"Sublimation ""Frost Needles in Early Spring""
[MAG] Cost 5 SP
All Enemies : [Fire 2] [Freeze 2]  
This Skill has -1 ACC. ",256,2565,"Sublimation ""Frost Needles in Early Spring""",MAG,5 SP,All Enemies,Fire,2,,,,
Hooaka,3,"Eruption ""Steam Explosion"" 
[MAG] Cost 8 SP
All Enemies : [Fire 4] [Burn 3]  
This Skill has -2 ACC. ",256,2566,"Eruption ""Steam Explosion"" ",MAG,8 SP,All Enemies,Fire,4,,,,
Hooaka,4,"""Bipolar Wings""
[SUP] Cost 10 SP
All Enemies : [Burn 2] [Freeze 1] [Heavy 1]",256,2567,"""Bipolar Wings""",SUP,10 SP,All Enemies,,,,,,
Kyo,1,"108 Shiki Yami Barai
[ATK] Cost 3 SP
One Enemy : [Fire 2] [Burn 1]   
This Skill has Scope and +2 ACC. ",257,2574,"108 Shiki Yami Barai",ATK,3 SP,One Enemy,Fire,2,,,,
Kyo,2,"100 Shiki Oniyaki
[ATK] Cost 4 SP
One Enemy : [Fire 6] [Burn 2]
This Skill has Direct 2 and -2 ACC.  ",257,2575,"100 Shiki Oniyaki",ATK,4 SP,One Enemy,Fire,6,,,,
Kyo,3,"114 Shiki Aragami
[ATK] Cost 3 SP
One Enemy : [Fire 3] [Burn 1] [Stuck 1]
This Skill has Direct 2 and Combo.  ",257,2576,"114 Shiki Aragami",ATK,3 SP,One Enemy,Fire,3,,,,
Kyo,4,"212 Shiki Kototsuki You 
[ATK] Cost 7 SP
One Enemy : [Fire 7] [Burn 2]  
This Skill has Direct, Break and -2 ACC.",257,2577,"212 Shiki Kototsuki You ",ATK,7 SP,One Enemy,Fire,7,,,,
Gertrud,1,"Gardener's Shears
[ATK] Cost 6 SP
One Enemy : [Blade 7] {20% Death 0} ",258,2584,"Gardener's Shears",ATK,6 SP,One Enemy,Blade,7,,,,
Gertrud,2,"Familiar: Anthony
[ATK] Cost 3 SP
One Enemy : [Blade 3] [Bleed 2]",258,2585,"Familiar: Anthony",ATK,3 SP,One Enemy,Blade,3,,,,
Gertrud,3,"Familiar: Adelbert
[ATK] Cost 4 SP
One Enemy : [Impact 4] [Trap 4]",258,2586,"Familiar: Adelbert",ATK,4 SP,One Enemy,Impact,4,,,,
Noelle,1,"Heal Prayer
[SUP] Cost 4 SP
All Allies : Recover 4 HP. ",259,2594,"Heal Prayer",SUP,4 SP,All Allies,,,,,,
Noelle,2,"Sleep Mist
[SUP] Cost 5 SP
All Enemies : {30% Sleep 3} ",259,2595,"Sleep Mist",SUP,5 SP,All Enemies,,,,,,
Noelle,3,"IceShock
[MAG] Cost 3 SP
One Enemy : [Cold 5]  ",259,2596,"IceShock",MAG,3 SP,One Enemy,Cold,5,,,,
Noelle,4,"N-Action
[SUP] Cost X
One Ally : Choose a One Ally Support Skill of an Ally in Front and use it as your own.
X = Cost of the selected Skill.",259,2597,"N-Action",SUP,X,One Ally,,,,,,
Noelle,5,"SnowGrave
[MAG] Cost 10 SP
All Enemies : [Cold 8]
This Skill has -1 ACC.",259,2598,"SnowGrave",MAG,10 SP,All Enemies,Cold,8,,,,
Yuzuriha,1,"Battoujutsu Ni no Kata: Saki
[ATK] Cost 4 SP
One Enemy : [Blade 6]
This Skill has +1 ACC. ",260,2604,"Battoujutsu Ni no Kata: Saki",ATK,4 SP,One Enemy,Blade,6,,,,
Yuzuriha,2,"Sougetsu Ittou-ryu et cetera! Yae Ichirin
[ATK] Cost 2 SP
One Enemy : [Blade 3]
Self : [+2 EVA]  ",260,2605,"Sougetsu Ittou-ryu et cetera! Yae Ichirin",ATK,2 SP,One Enemy,Blade,3,,,,
Yuzuriha,3,"Over Here! 
[SUP] Cost 2 SP
Swap with any Ally.
This Skill has Combo.",260,2606,"Over Here! ",SUP,2 SP,#N/A,,,,,,
Yuzuriha,4,"Battoujutsu Ni no Kata: Tachi 
[SUP] Cost 2 SP
Self : [Scope 1, Break 2]",260,2607,"Battoujutsu Ni no Kata: Tachi ",SUP,2 SP,Self,,,,,,
Minato,1,"Bus Stop
[ATK] Cost 3 + X SP
One Enemy : [Impact 5 + X]
X = Choose a number from 0 to 5.",261,2614,"Bus Stop",ATK,3 + X SP,One Enemy,#N/A,,,,,
Minato,2,"Cabstand 
[ATK] Cost 4 + X SP
One Enemy : [Impact 8]
This Skill has -4 ACC and +2 * X ACC.
X = Choose a number from 0 to 4. ",261,2615,"Cabstand ",ATK,4 + X SP,One Enemy,Impact,8,,,,
Minato,3,"Flight 13
[ATK] Cost 3 + X SP
One Enemy : [Impact 3]
Self : [+X SPD,EVA]
This Skill has Scope. 
X = Choose a number from 0 to 3.  ",261,2616,"Flight 13",ATK,3 + X SP,One Enemy,Impact,3,,,,
Minato,4,"Jump the Shark
[ATK] Cost 0 SP
One Enemy : [Impact X]
Self : [Death 0] 
X = 8 - MAX SP ",261,2617,"Jump the Shark",ATK,0 SP,One Enemy,Impact,X,,,,
Saber Alter,1,"Black Excalibur
[ATK] Cost 6 SP
One Enemy : [Blade 8]",262,2624,Black Excalibur,ATK,6 SP,One Enemy,Blade,8,,,,
Saber Alter,2,"Charisma E
[SUP] Cost 2 SP
All Allies : [+1 ATK,MAG]",262,2625,Charisma E,SUP,2 SP,All Allies,,,,,,
Saber Alter,3,"Mana Burst A 
[SUP] Cost 6 SP
Self : [Crit 4] 
This Skill has Combo.",262,2626,Mana Burst A ,SUP,6 SP,Self,,,,,,
Saber Alter,4,"Excalibur Morgan - Sword of Promised Victory 
[ATK] Cost 12 SP and 4 NP
All Enemies : [Blade 15]
This Skill has +1 ACC.  
This Skill is unaffected by Crit.",262,2627,Excalibur Morgan - Sword of Promised Victory ,ATK,12 SP and 4 NP,All Enemies,Blade,15,,,,
The Oboroguruma,1,"A Streetcar Named Disaster
[ATK] Cost X MAX SP
All Enemies : [Impact 2 * X]
This Skill has +1 ACC and Break.
X = The Oboroguruma's MAX SP
This Skill cannot be used with 0 MAX SP. ",263,2634,"A Streetcar Named Disaster",ATK,X MAX SP,All Enemies,#N/A,,,,,
The Oboroguruma,2,"Hellward Bound
[ATK] Cost 0 SP
One Enemy : [Impact 30]
Self : [Death 0] 
This Skill has Scope, Break and Precision.
This Skill can only be used with 0 MAX SP.",263,2635,"Hellward Bound",ATK,0 SP,One Enemy,Impact,30,,,,
Ina'nis,1,"Summon Tentacle
[MAG] Cost 2 SP
One Enemy: [Dark 4]",264,2644,"Summon Tentacle",MAG,2 SP,One Enemy,Dark,4,,,,
Ina'nis,2,"Ancient One
[MAG] Cost 5 SP
One Enemy: [Dark 6] [Apathy 2]",264,2645,"Ancient One",MAG,5 SP,One Enemy,Dark,6,,,,
Ina'nis,3,"Harmless Takoyaki 
[SUP] Cost 3 SP
One Ally: Recover 4 HP and gain [+2 RES].",264,2646,"Harmless Takoyaki ",SUP,3 SP,One Ally,,,,,,
Ina'nis,4,"Tako Spin
[MAG] Cost 8 SP
All Enemies: [Dark 5] [Heavy 2, Silence 2]
This Skill has -1 ACC.",264,2647,"Tako Spin",MAG,8 SP,All Enemies,Dark,5,,,,
Okita Alter,1,"Kyokuchi A
[ATK] Cost 3 SP
One Enemy : [Blade 4]
Self : [+1 NP]",265,2654,"Kyokuchi A",ATK,3 SP,One Enemy,Blade,4,,,,
Okita Alter,2,"Persistence B+
[SUP] Cost 4 SP
Self : [+2 NP] [Crit 2]  ",265,2655,"Persistence B+",SUP,4 SP,Self,,,,,,
Okita Alter,3,"Boundlessness A+
[SUP] Cost 2 SP
Self : [Dodge 1] [Overcharge]",265,2656,"Boundlessness A+",SUP,2 SP,Self,,,,,,
Okita Alter,4,"Zekken - Mukyuu Sandan
[MAG] Cost 5 SP and 4 NP
All Enemies : [Blade 6] [-2 DEF,RES] 
This Skill has +1 ACC.
If you remove Overcharge, this Skill deals +1 damage and inflicts [-3 DEF,RES].",265,2657,"Zekken - Mukyuu Sandan",MAG,5 SP and 4 NP,All Enemies,Blade,6,,,,
Walpurgis Minion,1,"Magicae Orb
[MAG] Cost 2 SP
One Enemy : [Mystic 4]",266,2664,Magicae Orb,MAG,2 SP,One Enemy,Mystic,4,,,,
Walpurgis Minion,2,"Trabem Magicae 
[MAG] Cost 3 SP
All Enemies : [Mystic 2]
This Skill has -1 ACC.",266,2665,Trabem Magicae ,MAG,3 SP,All Enemies,Mystic,2,,,,
Walpurgisnacht,1,"Manifested Performer
[SUP] Cost 12 SP
Any Ally : Revive as Walpurgis Minion with MAX HP and SP and gain [Cure 0].",267,2674,Manifested Performer,SUP,12 SP,Any Ally,,,,,,
Walpurgisnacht,2,"Walpurgisnacht
[SUP] Cost 8 SP
All Allies : [Windsweep 2] [+2 SPD]
All Enemies : [-2 DEF,RES,EVA]   ",267,2675,Walpurgisnacht,SUP,8 SP,All Allies,,,,,,
Walpurgisnacht,3,"Telekinetic Destruction
[ATK] Cost 16 SP
One Enemy : [Impact 15]
This Skill has Break and +2 ACC.",267,2676,Telekinetic Destruction,ATK,16 SP,One Enemy,Impact,15,,,,
Walpurgisnacht,4,"Sigh of Ruin
[MAG] Cost 8 SP
All Enemies : [Fire 7]
This Skill has -1 ACC.",267,2677,Sigh of Ruin,MAG,8 SP,All Enemies,Fire,7,,,,
Walpurgisnacht,5,"Nux Walpurgis
[SUP] Cost 16 SP
One Enemy : [Death 3, Despair 1, Crisis 3]",267,2678,Nux Walpurgis,SUP,16 SP,One Enemy,,,,,,
Sakuya (Alt),1,"Time Sign ""Imaginary Vertical Time""
[ATK] Cost 7 SP
All Enemies : [Blade 3] [Slow 3]
This Skill has +4 ACC.   ",268,2684,"Time Sign ""Imaginary Vertical Time""",ATK,7 SP,All Enemies,Blade,3,,,,
Sakuya (Alt),2,"Light Speed ""C. Ricochet""
[ATK] Cost 6 SP
One Enemy : [Blade 3]
This Skill has Adept 2. ",268,2685,"Light Speed ""C. Ricochet""",ATK,6 SP,One Enemy,Blade,3,,,,
Sakuya (Alt),3,"Conjuring ""Eternal Meek""
[MAG] Cost 4 SP
All Enemies : [Blade 1]
This Skill has +1 ACC and Adept 1. ",268,2686,"Conjuring ""Eternal Meek""",MAG,4 SP,All Enemies,Blade,1,,,,
Sakuya (Alt),4,"Watch ""Luna Dial""
[MAG] Cost 5 SP
One Enemy : [Impact 0] [Stun 1] 
This Skill has -2 ACC. ",268,2687,"Watch ""Luna Dial""",MAG,5 SP,One Enemy,Impact,0,,,,
Sakuya (Alt),5,"Time Sign ""Sakuya's Special Stopwatch""
[SUP] Cost 7 SP
All Enemies : [Slow 2]
Self : [Pursuit 2]",268,2688,"Time Sign ""Sakuya's Special Stopwatch""",SUP,7 SP,All Enemies,,,,,,
Jason Asano,1,"Night Fang
[ATK] Cost 2 SP
One Enemy : [Blade 2] [Poison 1]
This Skill can Combo into Inexorable Doom.",269,2694,"Night Fang",ATK,2 SP,One Enemy,Blade,2,,,,
Jason Asano,2,"Feast of Absolution
[SUP] Cost 4 SP
One Target : [Cure 0]  
X = Sum of Status Effect removed
Recover X HP and SP.  ",269,2695,"Feast of Absolution",SUP,4 SP,One Target,,,,,,
Jason Asano,3,"Leech Bite
[SUP] Cost 1 SP
Self : [Inflict [Bleed 1] 0]
This Skill can Combo into Night Fang.",269,2696,"Leech Bite",SUP,1 SP,Self,,,,,,
Jason Asano,4,"Punish
[SUP] Cost 1 SP
Self : [Inflict [Sin 1] 0]  
This Skill can Combo into Night Fang.",269,2697,"Punish",SUP,1 SP,Self,,,,,,
Jason Asano,5,"Inexorable Doom
[SUP] Cost 4 SP
One Enemy : [Doom 6]",269,2698,"Inexorable Doom",SUP,4 SP,One Enemy,,,,,,
Toge,1,"""Stop""
[SUP] Cost 4 SP and 1 HP
One Enemy : [Stun 1]",270,2704,"""Stop""",SUP,4 SP and 1 HP,One Enemy,,,,,,
Toge,2,"""Sleep""
[SUP] Cost 4 SP and 1 HP
One Enemy : [Sleep 2]",270,2705,"""Sleep""",SUP,4 SP and 1 HP,One Enemy,,,,,,
Toge,3,"""Run Away""
[SUP] Cost 3 SP and 1 HP
All Allies : [Distance 3]  ",270,2706,"""Run Away""",SUP,3 SP and 1 HP,All Allies,,,,,,
Toge,4,"""Explode""
[ATK] Cost 5 SP and 1 HP
All Enemies : [Impact 4]
This Skill has Scope and +1 ACC. ",270,2707,"""Explode""",ATK,5 SP and 1 HP,All Enemies,Impact,4,,,,
Toge,5,"""Blast Away""
[ATK] Cost 5 SP and 2 HP
One Enemy : [Impact 10]
This Skill has Scope and +2 ACC.",270,2708,"""Blast Away""",ATK,5 SP and 2 HP,One Enemy,Impact,10,,,,
Sendai Hakurei,1,"Hakurei Amulet 
[MAG] Cost 4 SP
One Enemy : [Spirit 5]
This Skill has Scope.   ",271,2714,"Hakurei Amulet ",MAG,4 SP,One Enemy,Spirit,5,,,,
Sendai Hakurei,2,"Hakurei Boxing Higi ""Fantasy Seal""
[ATK] Cost 3 SP
One Enemy : [Spirit 7]
This Skill has Direct 2.  ",271,2715,"Hakurei Boxing Higi ""Fantasy Seal""",ATK,3 SP,One Enemy,Spirit,7,,,,
Sendai Hakurei,3,"Hakurei Boxing Higi ""Ascension Rush""
[ATK] Cost 8 SP
One Enemy : [Spirit 3]
This Skill has Adept 4 and Direct.",271,2716,"Hakurei Boxing Higi ""Ascension Rush""",ATK,8 SP,One Enemy,Spirit,3,,,,
Sendai Hakurei,4,"Hakurei Boxing Higi ""Dimensional Rift"" 
[ATK] Cost 5 SP
One Enemy : [Spirit 6]
This Skill has +2 ACC. ",271,2717,"Hakurei Boxing Higi ""Dimensional Rift"" ",ATK,5 SP,One Enemy,Spirit,6,,,,
Sendai Hakurei,5,"Hakurei Boxing Higi ""Fantasy Nature""
[SUP] Cost 7 Orbs
Self : [Crit 4] [Shield 4]
This Skill has Combo.",271,2718,"Hakurei Boxing Higi ""Fantasy Nature""",SUP,7 Orbs,Self,,,,,,
Waluigi,1,"Bob-omb
[ATK] Cost 3 SP
One Enemy : [Impact 8]
This Skill has -5 ACC.   ",272,2724,"Bob-omb",ATK,3 SP,One Enemy,Impact,8,,,,
Waluigi,2,"Liar Ball
[ATK] Cost 2 SP
One Enemy : [Impact 0] [Reveal 2]
This Skill has Scope, and +4 ACC.",272,2725,"Liar Ball",ATK,2 SP,One Enemy,Impact,0,,,,
